Data_log_version: 1.0
timestamp current_mode current_grip thumb_pitch_compliance_raw_counts thumb_roll_compliance_raw_counts index_compliance_raw_counts thumb_pitch_position thumb_roll_position wrist_rotator_position wrist_flexor_position index_finger_position mrp_fingers_aggregate_position index_lateral_force_sensor index_tip_force_sensor middle_tip_force_sensor ring_tip_force_sensor pinky_tip_force_sensor index_lateral_force_sensor_status index_tip_force_sensor_status middle_tip_force_sensor_status ring_tip_force_sensor_status pinky_tip_force_sensor_status distal_palm_force_sensor proximal_palm_force_sensor hand_edge_force_sensor hand_dorsal_force_sensor distal_palm_force_sensor_status proximal_palm_force_sensor_status hand_edge_force_sensor_status hand_dorsal_force_sensor_status thumb_ulnar_force_sensor thumb_radial_force_sensor thumb_tip_force_sensor thumb_dorsal_force_sensor thumb_ulnar_force_sensor_status thumb_radial_force_sensor_status thumb_tip_force_sensor_status thumb_dorsal_force_sensor_status can_frame_wifp_id can_frame_wifp_data[0] can_frame_wifp_data[1] can_frame_wifp_data[2] can_frame_wifp_data[3] can_frame_wifp_data[4] can_frame_wifp_data[5] can_frame_wifp_data[6] can_frame_wifp_data[7] can_frame_tifc_id can_frame_tifc_data[0] can_frame_tifc_data[1] can_frame_tifc_data[2] can_frame_tifc_data[3] can_frame_tifc_data[4] can_frame_tifc_data[5] can_frame_tifc_data[6] can_frame_tifc_data[7] can_frame_thup_id can_frame_thup_data[0] can_frame_thup_data[1] can_frame_thup_data[2] can_frame_thup_data[3] can_frame_thup_data[4] can_frame_thup_data[5] can_frame_thup_data[6] can_frame_thup_data[7] can_frame_sync_id can_frame_sync_data[0] can_frame_sync_data[1] can_frame_sync_data[2] can_frame_sync_data[3] can_frame_sync_data[4] can_frame_sync_data[5] can_frame_sync_data[6] can_frame_sync_data[7] can_frame_hfs1_id can_frame_hfs1_data[0] can_frame_hfs1_data[1] can_frame_hfs1_data[2] can_frame_hfs1_data[3] can_frame_hfs1_data[4] can_frame_hfs1_data[5] can_frame_hfs1_data[6] can_frame_hfs1_data[7] can_frame_hfs2_id can_frame_hfs2_data[0] can_frame_hfs2_data[1] can_frame_hfs2_data[2] can_frame_hfs2_data[3] can_frame_hfs2_data[4] can_frame_hfs2_data[5] can_frame_hfs2_data[6] can_frame_hfs2_data[7] can_frame_hfs3_id can_frame_hfs3_data[0] can_frame_hfs3_data[1] can_frame_hfs3_data[2] can_frame_hfs3_data[3] can_frame_hfs3_data[4] can_frame_hfs3_data[5] can_frame_hfs3_data[6] can_frame_hfs3_data[7]
1585332463.251260 3 0 1510 2219 2142 1.685061 0.210803 0.031361 -0.020998 0.010363 0.038724 0.000000 0.600000 0.600000 2.400000 0.000000 0 0 0 0 0 7.400000 5.100000 10.100000 3.600000 0 0 0 0 0.000000 0.700000 0.500000 0.400000 0 0 0 0 1194 0 115 255 179 0 38 0 142 1196 5 230 8 171 8 94 0 0 1215 24 35 3 5 0 0 0 3 128 3 4 2 1 0 154 0 0 577 0 6 6 24 0 0 108 208 833 74 51 101 36 0 0 0 1 1218 0 7 5 4 0 0 0 0
1585332463.261305 3 0 1510 2219 2142 1.685061 0.210803 0.031361 -0.020998 0.010363 0.038724 0.000000 0.600000 0.600000 2.400000 0.000000 0 0 0 0 0 7.500000 5.300000 10.100000 3.400000 0 0 0 0 0.000000 0.700000 0.500000 0.400000 0 0 0 0 1194 0 115 255 179 0 38 0 142 1196 5 230 8 171 8 94 0 0 1215 24 35 3 5 0 0 0 3 128 3 4 2 1 0 154 0 0 577 0 6 6 24 0 0 108 208 833 75 53 101 34 0 0 0 1 1218 0 7 5 4 0 0 0 0
1585332463.271308 3 0 1510 2219 2142 1.685061 0.210803 0.031361 -0.020998 0.010363 0.038724 0.000000 0.600000 0.600000 2.400000 0.000000 0 0 0 0 0 7.500000 5.200000 10.200000 3.600000 0 0 0 0 0.000000 0.700000 0.500000 0.300000 0 0 0 0 1194 0 115 255 179 0 38 0 142 1196 5 230 8 171 8 94 0 0 1215 24 35 3 5 0 0 0 3 128 3 4 2 1 0 154 0 0 577 0 6 6 24 0 0 108 208 833 75 52 102 36 0 0 0 1 1218 0 7 5 3 0 0 0 0
1585332463.281318 3 0 1510 2219 2142 1.685061 0.210803 0.031361 -0.021817 0.010363 0.038724 0.000000 0.600000 0.600000 2.400000 0.000000 0 0 0 0 0 7.200000 5.400000 10.200000 3.700000 0 0 0 0 0.000000 0.700000 0.500000 0.400000 0 0 0 0 1194 0 115 255 176 0 38 0 142 1196 5 230 8 171 8 94 0 0 1215 24 35 3 5 0 0 0 3 128 3 4 2 1 0 154 0 0 577 0 6 6 24 0 0 108 208 833 72 54 102 37 0 0 0 1 1218 0 7 5 4 0 0 0 0
1585332463.291377 3 0 1510 2220 2142 1.685061 0.210803 0.031361 -0.020998 0.010363 0.038724 0.000000 0.600000 0.600000 2.400000 0.000000 0 0 0 0 0 7.400000 5.200000 10.000000 3.600000 0 0 0 0 0.000000 0.700000 0.500000 0.300000 0 0 0 0 1194 0 115 255 179 0 38 0 142 1196 5 230 8 172 8 94 0 0 1215 24 35 3 5 0 0 0 3 128 3 4 2 1 0 154 0 0 577 0 6 6 24 0 0 108 208 833 74 52 100 36 0 0 0 1 1218 0 7 5 3 0 0 0 0
1585332463.301347 3 0 1510 2220 2142 1.685061 0.210803 0.031361 -0.020998 0.009545 0.038724 0.000000 0.600000 0.600000 2.400000 0.000000 0 0 0 0 0 7.400000 5.100000 10.200000 3.700000 0 0 0 0 0.000000 0.700000 0.500000 0.400000 0 0 0 0 1194 0 115 255 179 0 35 0 142 1196 5 230 8 172 8 94 0 0 1215 24 35 3 5 0 0 0 2 128 3 4 2 1 0 154 0 0 577 0 6 6 24 0 0 108 208 833 74 51 102 37 0 0 0 1 1218 0 7 5 4 0 0 0 0
1585332463.311354 3 0 1511 2219 2142 1.685061 0.210803 0.031361 -0.020998 0.010363 0.038724 0.000000 0.600000 0.600000 2.400000 0.000000 0 0 0 0 0 7.200000 5.100000 10.300000 3.700000 0 0 0 0 0.000000 0.700000 0.500000 0.400000 0 0 0 0 1194 0 115 255 179 0 38 0 142 1196 5 231 8 171 8 94 0 0 1215 24 35 3 5 0 0 0 3 128 3 4 2 1 0 154 0 1 577 0 6 6 24 0 0 108 208 833 72 51 103 37 0 0 0 1 1218 0 7 5 4 0 0 0 0
1585332463.321259 3 0 1511 2219 2142 1.685061 0.210803 0.031361 -0.020180 0.009545 0.038724 0.000000 0.600000 0.600000 2.400000 0.000000 0 0 0 0 0 7.200000 5.100000 10.100000 3.800000 0 0 0 0 0.000000 0.700000 0.500000 0.300000 0 0 0 0 1194 0 115 255 182 0 35 0 142 1196 5 231 8 171 8 94 0 0 1215 24 35 3 5 0 0 0 2 128 3 4 2 1 0 154 0 0 577 0 6 6 24 0 0 108 208 833 72 51 101 38 0 0 0 1 1218 0 7 5 3 0 0 0 0
1585332463.331309 3 0 1511 2219 2143 1.686424 0.212167 0.031361 -0.020998 0.010363 0.038724 0.000000 0.600000 0.600000 2.400000 0.000000 0 0 0 0 0 7.300000 5.200000 10.100000 3.600000 0 0 0 0 0.000000 0.700000 0.500000 0.300000 0 0 0 0 1194 0 115 255 179 0 38 0 142 1196 5 231 8 171 8 95 0 0 1215 24 40 3 10 0 0 0 2 128 3 4 2 1 0 154 0 0 577 0 6 6 24 0 0 108 208 833 73 52 101 36 0 0 0 1 1218 0 7 5 3 0 0 0 0
1585332463.341262 3 0 1511 2219 2143 1.685061 0.210803 0.031361 -0.020998 0.010363 0.038724 0.000000 0.600000 0.600000 2.400000 0.000000 0 0 0 0 0 7.400000 5.100000 10.200000 3.600000 0 0 0 0 0.000000 0.700000 0.500000 0.400000 0 0 0 0 1194 0 115 255 179 0 38 0 142 1196 5 231 8 171 8 95 0 0 1215 24 35 3 5 0 0 0 2 128 3 4 2 1 0 154 0 0 577 0 6 6 24 0 0 108 208 833 74 51 102 36 0 0 0 1 1218 0 7 5 4 0 0 0 0
