% Model:              cuff_3d_14electrodes.mph
% Version:            COMSOL 5.3.0.260
% Date:               Oct 1 2019, 23:04
% Dimension:          3
% Nodes:              23104
% Expressions:        1
% Description:        Electric potential
% Length unit:        m
% X                       Y                        Z                        V (V)
-0.00151                  -0.00151                 0                        0.035791225487070664
-0.00149                  -0.00151                 0                        0.035860209800977705
-0.00147                  -0.00151                 0                        0.035924342844416174
-0.0014500000000000001    -0.00151                 0                        0.03597737707429343
-0.00143                  -0.00151                 0                        0.03601237540766527
-0.00141                  -0.00151                 0                        0.0360364506185428
-0.00139                  -0.00151                 0                        0.03604960270692611
-0.0013700000000000001    -0.00151                 0                        0.03605183167281512
-0.00135                  -0.00151                 0                        0.036043060342452714
-0.00133                  -0.00151                 0                        0.036022628911700924
-0.00131                  -0.00151                 0                        0.03599103299065627
-0.0012900000000000001    -0.00151                 0                        0.03594852754479333
-0.00127                  -0.00151                 0                        0.0358974561751453
-0.00125                  -0.00151                 0                        0.03583735079207067
-0.00123                  -0.00151                 0                        0.03576763695256338
-0.0012100000000000001    -0.00151                 0                        0.0356885788089014
-0.00119                  -0.00151                 0                        0.03559941731695143
-0.00117                  -0.00151                 0                        0.03550015247671346
-0.00115                  -0.00151                 0                        0.035389352464771116
-0.00113                  -0.00151                 0                        0.03526808670591078
-0.00111                  -0.00151                 0                        0.03513695953675137
-0.00109                  -0.00151                 0                        0.03499839276003613
-0.00107                  -0.00151                 0                        0.03485142444174712
-0.0010500000000000002    -0.00151                 0                        0.03469556853565553
-0.00103                  -0.00151                 0                        0.034531706688484445
-0.00101                  -0.00151                 0                        0.034359831700421846
-9.9E-4                   -0.00151                 0                        0.034179936361915235
-9.7E-4                   -0.00151                 0                        0.033992013453653463
-9.5E-4                   -0.00151                 0                        0.03379605574654844
-9.3E-4                   -0.00151                 0                        0.03359417974638025
-9.1E-4                   -0.00151                 0                        0.03338628883928905
-8.900000000000001E-4     -0.00151                 0                        0.03317232416054006
-8.7E-4                   -0.00151                 0                        0.03984692033549063
-8.5E-4                   -0.00151                 0                        0.04877969231525058
-8.3E-4                   -0.00151                 0                        0.05732754400082232
-8.1E-4                   -0.00151                 0                        0.06549639188870236
-7.9E-4                   -0.00151                 0                        0.0733253508775558
-7.7E-4                   -0.00151                 0                        0.08081086898809937
-7.5E-4                   -0.00151                 0                        0.08797560031128583
-7.3E-4                   -0.00151                 0                        0.09480362376040657
-7.1E-4                   -0.00151                 0                        0.10126218247595181
-6.9E-4                   -0.00151                 0                        0.10739515972838173
-6.7E-4                   -0.00151                 0                        0.11319104239138686
-6.5E-4                   -0.00151                 0                        0.11864893293341221
-6.3E-4                   -0.00151                 0                        0.12378751966305393
-6.1E-4                   -0.00151                 0                        0.12863063812100622
-5.9E-4                   -0.00151                 0                        0.13316933535969758
-5.7E-4                   -0.00151                 0                        0.13740013987028885
-5.499999999999999E-4     -0.00151                 0                        0.14134557794304306
-5.299999999999999E-4     -0.00151                 0                        0.14501251479828955
-5.1E-4                   -0.00151                 0                        0.14840276198912497
-4.9E-4                   -0.00151                 0                        0.15151245846101052
-4.6999999999999993E-4    -0.00151                 0                        0.15437532357180314
-4.499999999999999E-4     -0.00151                 0                        0.1569736110360902
-4.3000000000000004E-4    -0.00151                 0                        0.1593046635736176
